ra,dec,mag,ci,name
6.627361,56.85750,5.85,0.000,
6.557389,-20.92389,6.40,0.830,
6.579556,7.57250,6.45,-0.020,
6.609139,38.44528,5.29,2.610,
6.588222,9.98833,5.88,1.510,
6.552861,-38.62528,6.44,1.000,
6.500833,-65.56833,6.29,0.330,
6.587722,0.89000,5.80,0.000,
6.519611,-61.87972,6.15,-0.150,
6.563750,-36.23222,5.42,1.440,
6.532889,-58.75417,5.70,-0.060,
6.584278,-22.96472,4.54,-0.050,
6.576472,-32.71639,5.62,-0.080,
6.557250,-52.32889,6.19,1.090,
6.624222,24.59083,6.44,0.100,
6.609806,-5.21111,5.52,-0.080,
6.644306,39.39083,5.69,1.350,
6.647000,39.90250,5.20,-0.070,
6.628528,16.39917,1.93,0.000,Alhena
6.623361,6.13528,6.06,0.050,
6.606333,-18.66000,5.70,0.850,
6.590028,-36.78000,5.59,-0.140,
6.639722,28.98417,5.79,0.000,
6.626917,10.85306,6.38,0.000,
6.655528,42.48889,4.79,1.230,
6.612972,-13.32083,5.97,1.560,
6.611389,-19.25583,3.95,1.060,
6.627861,2.70417,6.17,1.080,
6.598333,-36.08889,6.35,0.480,
6.631306,4.95722,6.15,0.140,
6.611361,-22.61500,6.35,-0.110,
6.666111,44.01389,6.41,0.000,
6.582944,-52.97556,4.39,-0.020,
6.651472,22.03083,6.04,1.030,
6.628028,-12.98500,6.12,1.000,
6.659194,28.26306,6.03,-0.080,
6.658722,24.60000,6.38,0.530,
6.639028,-2.54361,6.14,1.480,
6.643917,1.61361,6.21,0.150,
6.631500,-18.23750,4.43,1.150,
6.617194,-38.14667,6.04,1.030,
6.614250,-41.55694,6.34,1.150,
6.620500,-36.99056,5.71,-0.120,
6.629889,-32.33972,5.27,1.180,
6.643167,-16.87361,6.03,0.030,
6.663222,12.98306,5.97,0.060,
6.654639,-14.14583,4.82,1.500,
6.629361,-43.19611,3.17,-0.110,
6.693806,35.93194,6.46,0.490,
6.689167,28.19639,6.42,1.090,
6.660083,-23.69556,6.05,-0.030,
6.682972,9.89556,4.66,-0.250,
6.689389,16.39750,6.28,-0.010,
6.688111,11.00333,6.11,1.680,
6.718056,44.52444,5.02,1.480,
6.661861,-30.47028,5.71,1.140,
6.684833,0.49528,5.79,-0.100,
6.643778,-48.22028,4.93,0.870,
6.736556,53.29639,6.27,1.080,
6.720500,37.14694,6.19,1.030,
6.706750,17.64528,5.21,0.060,
6.699806,6.34500,6.37,-0.050,
6.633500,-61.53306,6.18,0.620,
6.699000,-9.16722,5.19,1.530,
6.770583,59.44167,4.87,0.080,
6.736833,36.10972,6.31,0.060,
6.732194,25.13111,2.98,1.400,Mebsuta
6.718472,3.03333,6.19,1.370,
6.687250,-40.34972,6.12,-0.140,
6.780417,57.16917,5.35,0.960,
6.733139,13.22778,4.49,1.160,
6.727417,3.93222,5.90,-0.020,
6.745972,28.97083,5.44,1.450,
6.712722,-22.44917,6.13,0.340,
6.704556,-38.39861,6.29,0.340,
6.778972,43.57750,5.25,0.560,
6.754833,12.89556,3.36,0.430,Alzirr
6.803583,55.70444,6.33,0.000,
6.803417,55.70444,6.28,0.470,
6.794333,48.78944,5.22,1.120,
6.723139,-39.19333,6.30,0.260,
6.765056,12.69361,6.46,0.000,
6.849194,67.57194,5.14,-0.170,
6.752472,-16.71611,-1.46,0.000,Sirius
6.741222,-31.07056,5.20,-0.120,
6.747750,-27.34139,6.45,0.540,
6.775667,8.58722,5.93,-0.170,
6.756472,-23.46194,6.05,1.200,
6.766472,-14.79611,5.32,0.070,
6.789861,18.19333,6.20,0.070,
6.756333,-31.79361,5.92,0.480,
6.758694,-30.94889,5.80,-0.190,
6.777500,-10.10722,5.66,-0.050,
6.788833,8.03722,4.77,1.400,
6.780861,-14.42583,5.29,-0.040,
6.797667,2.41222,4.47,1.110,
6.793639,-8.99833,5.07,1.800,
6.783750,-21.01556,6.08,-0.190,
6.770028,-37.77556,6.21,-0.130,
6.895056,68.88833,5.12,-0.130,
6.828139,32.60667,5.71,1.290,
6.805278,-1.31917,5.75,0.280,
6.764917,-52.41000,5.80,1.530,
6.846083,41.78139,5.02,1.270,
6.817694,1.00194,6.15,-0.130,
6.789278,-37.92972,5.26,-0.080,
6.830500,16.20278,5.85,-0.130,
6.884750,59.44861,5.33,0.650,
6.821222,-2.27194,5.74,-0.100,
6.816056,-15.14472,5.39,-0.100,
6.781333,-51.26583,5.40,1.340,
6.778194,-54.69472,6.46,0.860,
6.840417,13.41333,5.65,1.340,
6.788528,-55.54000,5.61,1.520,
7.001111,76.97750,4.55,1.360,
6.828889,-24.07583,6.33,0.040,
6.859167,21.76111,5.27,-0.020,
6.847194,-0.54083,5.77,0.390,
6.726889,-73.11806,6.37,0.960,
6.885444,44.83944,6.26,0.210,
6.866667,23.60167,5.65,1.450,
6.845083,-8.04111,6.29,0.000,
6.839417,-17.08389,5.79,1.440,
6.748917,-70.43389,6.11,1.330,
6.830694,-32.50861,3.96,-0.230,
6.883750,38.86917,6.12,0.370,
6.879806,33.96111,3.60,0.100,
6.887056,38.43806,6.30,0.490,
6.884278,35.78861,6.01,1.450,
6.860917,3.04167,6.38,0.040,
6.843583,-25.77806,6.33,-0.180,
6.839806,-31.70611,5.70,0.140,
6.899167,38.50500,6.48,-0.050,
6.831833,-46.61472,5.14,0.450,
6.847889,-34.36722,4.99,1.380,
6.803167,-61.94139,3.27,0.210,
6.880389,8.38028,5.77,0.260,
6.873028,-5.31611,6.30,0.990,
6.832278,-50.61472,2.93,1.200,
6.830917,-53.62222,4.40,0.920,
6.889583,10.99639,6.24,0.970,
6.920889,45.82639,6.34,0.940,
6.920750,43.91000,6.13,0.320,
6.861750,-36.23028,5.96,0.180,
6.667417,-80.81361,5.64,0.200,
6.954583,58.42250,4.35,0.850,
6.953667,57.56333,6.05,1.490,
6.833639,-60.24917,6.11,0.460,
6.859111,-48.29250,6.42,1.210,
6.910750,13.17778,4.65,0.300,
6.888556,-19.03278,5.64,0.280,
6.889361,-18.93333,6.14,0.150,
6.883361,-26.95750,6.40,1.530,
6.942306,46.27417,5.87,-0.060,
6.921833,25.37556,5.73,0.570,
6.902361,-5.85250,6.41,0.170,
6.892472,-20.22417,4.83,-0.210,
6.906833,-1.12694,5.45,0.180,
6.948889,46.70500,5.86,1.080,
6.903167,-12.03861,4.07,1.430,
6.892750,-28.53972,6.04,0.710,
6.911694,-1.75639,6.21,0.560,
6.898694,-24.53917,6.21,0.010,
6.879750,-43.97583,6.46,-0.100,
6.902194,-24.18389,3.87,1.730,
7.022639,70.80806,5.68,1.330,
6.916333,-2.80361,6.04,1.100,
6.926278,8.32472,6.29,0.040,
6.960306,45.09417,4.90,0.030,
6.950139,33.68111,5.89,0.880,
6.917417,-20.40472,5.74,0.080,
6.940500,9.95639,5.92,-0.080,
6.927056,-20.13639,4.68,0.370,
6.907417,-42.36556,6.32,2.240,
6.879278,-59.34111,6.41,0.180,
6.935167,-14.04361,5.00,1.180,
6.900639,-50.61167,6.26,0.990,
6.929667,-22.94139,5.30,-0.180,
6.935611,-17.05417,4.37,-0.070,
6.957139,11.90750,6.27,0.340,
6.931889,-31.79000,6.36,0.000,
6.950028,-8.17889,6.34,0.640,
6.984111,38.05222,6.00,1.230,
6.979833,26.08111,6.10,0.460,
6.857500,-70.96333,5.40,-0.110,
6.946028,-35.34167,6.29,1.290,
6.991083,25.91417,6.40,-0.110,
6.977500,7.62194,6.27,0.110,
6.959417,-24.63056,5.46,0.360,
6.937778,-48.72111,4.95,1.690,
7.675139,87.02000,5.07,1.630,
6.982500,3.60222,5.97,1.060,
6.961778,-27.53750,6.23,-0.140,
6.954889,-35.50750,6.23,0.460,
6.988917,7.31694,6.35,-0.110,
6.968778,-27.16472,6.37,-0.190,
7.004389,16.07889,5.68,1.660,
6.976639,-25.41389,5.59,-0.160,
7.097722,70.73194,6.50,0.000,
6.977083,-28.97222,1.50,-0.210,Adhara
6.973639,-34.11167,5.06,-0.160,
6.978833,-30.99778,6.42,-0.140,
7.005000,-5.36694,6.30,0.570,Citalá
6.994250,-21.60333,6.26,-0.150,
7.006583,-8.40694,5.96,-0.080,
7.002250,-20.15889,6.31,-0.150,
6.978278,-45.76806,6.22,0.000,
7.010917,-9.20306,6.49,0.210,
7.040222,24.21528,5.18,0.940,
7.040417,17.75556,5.94,1.630,
7.038167,15.33611,5.74,0.000,
6.977667,-55.72944,6.27,1.160,
7.042639,16.67417,5.82,1.680,
7.031361,-1.34556,6.17,1.280,
7.011833,-28.48944,6.27,0.450,
6.976722,-56.39472,6.45,0.390,
7.032333,-5.72222,5.20,1.680,
7.018306,-25.21528,5.63,-0.170,
7.013833,-33.46528,6.40,1.050,
7.100361,59.80194,6.44,0.000,
7.058444,29.33722,5.93,0.600,
7.094389,52.75806,6.12,0.110,
7.085833,47.77500,6.38,-0.040,
7.028639,-27.93472,3.47,1.730,Nganurganity
7.054972,9.13833,5.97,0.120,
7.048556,-4.23917,4.99,-0.200,
7.060556,10.95167,5.13,1.390,
7.068472,20.57028,3.79,0.790,Mekbuda
7.064333,12.59444,5.98,1.580,
7.014306,-51.40250,5.14,1.610,
7.050417,-23.83333,3.02,-0.080,
7.068111,-5.32361,5.62,1.290,
7.065917,-10.12417,6.45,-0.080,
7.062639,-15.63333,4.12,-0.120,Muliphein
7.037667,-43.40417,6.43,-0.040,
7.088444,22.63722,6.02,-0.030,
7.103222,34.47389,5.55,0.910,
7.018083,-58.94000,6.02,0.300,
6.997361,-67.91611,5.17,1.400,
7.094194,9.18583,5.78,1.520,
7.079750,-22.03222,6.09,1.220,
7.122861,34.00944,5.91,1.510,
7.067444,-42.33722,5.20,0.200,
7.065917,-43.60806,5.54,0.640,
7.123611,28.17722,6.48,-0.090,
7.097139,-10.66111,6.49,-0.050,
7.064917,-49.58389,4.93,0.130,
7.137028,33.83222,6.28,1.340,
7.054333,-59.17806,5.50,-0.110,
7.143417,37.44500,6.16,1.210,
7.118444,4.91028,6.11,-0.130,
7.092222,-34.77778,6.14,0.370,
7.111306,-11.29417,5.39,0.050,
7.109972,-12.39389,6.48,-0.100,
7.100167,-30.65556,6.34,-0.160,
7.232806,71.81667,6.35,1.120,
7.130417,7.47111,5.75,1.180,
7.071750,-56.74972,5.17,-0.040,
7.139444,15.93083,5.44,1.030,
7.100639,-38.38278,6.11,0.700,
7.114528,-24.96056,6.08,1.340,
7.087917,-50.36028,6.46,0.000,
6.942889,-79.42028,5.45,0.050,
7.122944,-23.84028,5.71,-0.100,
7.118639,-40.89333,5.79,-0.170,
7.168528,21.24694,6.43,0.890,
7.139861,-26.39333,1.84,0.680,Wezen
7.155639,-10.34722,6.21,0.030,
7.194250,39.32056,4.90,1.450,
7.185667,30.24528,4.41,1.260,
7.120361,-51.96778,5.96,1.000,
7.159222,-16.23472,6.03,0.060,
7.189750,26.85667,5.78,0.100,
7.170472,-4.23722,4.92,1.030,
7.147528,-39.65583,4.83,-0.180,
7.223167,51.42889,5.47,1.670,
7.161917,-25.23111,5.69,-0.160,
7.169250,-18.68528,6.23,0.400,
7.207333,24.12833,5.85,0.360,
7.189889,-0.30194,5.45,0.290,
7.172056,-27.49139,5.46,1.000,
7.422750,81.25750,6.31,-0.040,
7.197583,5.65472,6.09,-0.020,
7.213611,27.22472,6.43,0.490,
7.103917,-68.83722,6.47,1.040,
7.202056,5.47472,6.16,1.140,
7.197750,-0.49278,4.15,-0.010,
7.265250,59.63750,5.20,1.070,
7.194889,-20.88306,5.84,-0.040,
7.222861,16.15889,5.00,1.660,
7.203389,-25.94250,5.92,-0.170,
7.179861,-48.93222,5.14,1.240,
7.201139,-30.82167,6.10,0.270,
7.263917,47.24000,5.58,0.580,
7.218667,-11.25139,5.78,1.510,
7.244972,24.88500,5.82,1.560,
7.207139,-36.54444,5.96,-0.140,
7.204389,-40.49889,5.31,0.060,
7.242389,12.11583,5.62,1.010,
7.238889,3.11139,5.35,1.190,
7.223306,-22.67333,6.01,1.480,
7.236389,-3.90139,5.75,1.580,
7.237639,-9.94750,5.90,1.520,
7.230083,-22.90639,6.36,-0.210,
7.226750,-27.35639,6.12,-0.230,
7.145056,-70.49722,5.69,0.400,
7.145806,-70.49889,3.78,1.040,
7.292694,52.13083,5.92,1.260,
7.265861,27.89750,5.71,1.630,
7.241167,-10.31667,6.03,-0.180,
7.209333,-46.75944,4.49,0.320,
7.517889,82.41139,4.96,1.660,
7.232556,-30.34000,6.33,-0.200,
7.255361,-0.16139,6.41,0.900,
7.237556,-26.35250,4.66,-0.190,
7.220389,-45.18306,4.89,-0.020,
7.260944,7.97778,5.82,1.600,
7.225667,-44.63972,5.10,1.560,
7.246861,-26.77278,3.85,-0.170,
7.247528,-27.03806,5.58,1.220,
7.308861,49.46500,5.05,0.080,
7.261972,-10.58389,5.95,1.180,
7.300611,40.88333,5.78,0.170,
7.200556,-63.19000,6.02,-0.020,
7.263194,-23.74056,6.32,0.000,
7.255833,-30.68639,5.36,-0.170,
7.301139,30.95583,6.24,-0.030,
7.270694,-15.58583,5.46,0.080,
7.249194,-41.42583,5.94,-0.160,
7.246083,-46.84972,5.72,-0.110,
7.243944,-48.27167,4.76,-0.100,
7.301556,16.54028,3.58,0.110,
7.276889,-23.31556,4.79,1.710,
7.292139,-6.68000,6.29,1.620,
7.276389,-27.88111,4.64,1.600,
7.255833,-52.49972,5.97,1.100,
7.282556,-30.89667,6.32,0.200,
7.275500,-38.31889,5.80,-0.130,
7.280417,-36.59278,5.03,-0.170,
7.270972,-46.77444,5.66,1.440,
7.371444,59.90194,6.35,0.000,
7.285722,-37.09750,2.70,1.620,
7.296639,-26.79750,6.46,-0.150,
7.350861,42.65556,6.35,1.460,
7.354861,45.22806,5.77,0.320,
7.335389,21.98222,3.53,0.340,Wasat
7.322889,2.74056,5.89,1.070,
7.329889,7.14278,5.91,0.530,
7.335250,15.14278,6.45,-0.020,
7.311194,-24.55889,4.98,-0.150,
7.311778,-24.95417,4.40,-0.150,
7.381139,55.28139,5.45,0.000,
7.317222,-19.28028,6.09,0.620,
7.314222,-26.58583,5.28,0.960,
7.305111,-36.73417,4.66,-0.100,
7.324472,-16.39500,5.70,0.350,
7.301167,-43.98667,5.85,-0.120,
7.310611,-36.74278,5.11,-0.160,
7.309333,-39.21028,5.25,0.010,
7.370389,38.99611,6.40,1.220,
7.367389,36.76056,5.13,1.080,
7.320472,-33.72722,6.30,1.310,
7.365778,20.44361,5.10,1.520,
7.349500,-14.36000,5.45,0.980,
7.577694,80.89667,6.41,0.000,
7.348611,-26.96361,6.01,-0.170,
7.367639,0.17722,5.99,-0.070,
7.351194,-25.89139,5.87,1.640,
7.280500,-67.95722,3.98,0.790,
7.415889,51.88722,5.80,1.610,
7.402361,40.67222,5.19,1.230,
7.367222,-8.97917,6.43,-0.190,
7.371806,-2.97889,6.23,0.680,
7.391250,25.05056,5.03,0.900,
7.457167,66.33167,6.47,-0.090,
7.391167,22.94528,6.02,-0.010,
7.373722,-5.98278,5.82,0.350,
7.370417,-19.01667,4.96,-0.040,
7.339278,-52.31167,6.05,0.420,
7.344083,-52.08611,5.39,-0.070,
7.409278,27.63806,5.76,0.340,
7.407694,15.51722,6.41,-0.180,
7.445222,49.21139,4.64,-0.020,
7.383500,-31.92389,5.43,-0.150,
7.416167,11.66972,5.30,0.100,
7.428778,27.79806,3.79,1.030,
7.391417,-27.83417,5.38,1.530,
7.392194,-32.20222,5.39,-0.180,
7.411139,-16.20111,5.33,-0.050,
7.404778,-22.91278,6.19,-0.090,
7.401583,-29.30306,2.45,-0.080,Aludra
7.427472,9.27611,4.99,1.010,
7.399528,-35.83778,6.31,-0.150,
7.514639,68.46556,5.64,1.110,
7.414083,-19.01222,6.24,0.290,
7.418972,-13.75194,5.78,0.420,
7.430833,-5.77500,5.97,0.920,
7.412167,-31.80889,5.35,1.070,
7.441083,10.60833,6.37,0.090,
7.448972,20.25722,5.93,0.300,
7.422194,-21.98278,6.05,0.230,
7.444806,11.00917,6.41,-0.130,
7.423694,-25.21778,5.78,-0.100,
7.481000,48.18389,5.72,-0.100,
7.452500,8.28944,2.90,-0.090,Gomeisa
7.462333,21.44500,5.22,0.390,
7.428611,-31.73861,6.31,-0.170,
6.782972,-87.02500,6.47,0.420,
7.498889,49.67250,5.36,0.450,
7.467250,6.94194,5.25,0.220,
7.485194,31.78444,4.18,0.320,
7.452222,-17.86444,5.63,0.320,
7.469389,8.92556,4.32,1.430,
7.449833,-23.08611,5.61,-0.130,
7.445083,-34.14083,5.90,-0.170,
7.489000,28.11806,5.05,0.110,
7.479806,15.10944,6.22,-0.050,
7.464361,-11.55694,5.79,0.580,
7.461917,-22.85972,5.95,-0.090,
7.496861,27.91611,5.01,1.110,
7.439417,-51.01833,5.10,1.060,
7.466444,-29.15583,5.54,-0.080,
7.496611,12.00667,4.54,1.280,
7.488528,-1.90528,5.59,1.500,
7.490472,-7.55111,5.86,0.480,
7.489472,-10.32667,5.75,1.620,
7.489417,-14.99917,6.05,0.470,
7.480917,-31.84833,6.38,-0.170,
7.484694,-31.45639,5.77,-0.190,
7.497611,-23.02444,4.85,0.230,
7.484917,-38.81222,5.43,-0.160,
7.514194,-5.22639,6.24,1.180,
7.530111,17.08611,5.42,1.130,
7.487167,-43.30139,3.25,1.510,
7.534972,1.91444,5.25,0.220,
7.511806,-30.96222,4.65,0.930,
7.534944,-8.88083,5.90,0.540,
7.499889,-52.65111,5.87,1.010,
7.560139,15.82667,5.25,0.050,
7.553222,3.29028,5.59,0.310,
7.480917,-64.51000,6.39,1.560,
7.576667,31.88861,2.88,0.040,Castor
7.576667,31.88833,1.98,0.030,Castor
7.508583,-54.39944,5.96,1.560,
7.568083,10.56833,6.28,-0.010,
7.613056,55.75528,5.92,1.120,
7.539528,-35.96139,6.30,-0.100,
7.585750,30.96111,5.33,1.010,
7.556139,-14.33833,6.21,-0.040,
7.598889,43.03111,6.30,0.000,
7.555417,-19.41250,5.66,1.120,
7.552694,-24.71083,5.85,0.170,
7.571056,3.37139,5.81,-0.020,
7.563306,-14.52389,4.97,1.410,
7.608778,46.18028,5.65,1.560,
7.598694,26.89583,4.06,1.540,
7.567556,-22.29611,4.45,0.510,
7.553750,-40.05889,6.26,-0.120,
7.571833,-23.47361,5.83,0.440,
7.571972,-23.47472,5.87,0.000,
7.564167,-36.33833,5.54,-0.060,
7.570222,-33.46333,6.11,0.290,
7.631639,48.77361,5.92,0.220,
7.621611,40.02528,6.38,0.000,
7.576361,-27.01194,5.77,1.060,
7.609639,5.86167,5.91,0.600,
7.427222,-79.09417,5.53,1.280,
7.604611,-8.31139,6.27,1.540,
7.601083,-14.49278,5.70,-0.120,
7.589667,-28.36944,4.64,-0.110,
7.602167,-22.16056,6.34,0.990,
7.642444,35.04861,5.56,0.930,
7.577639,-51.47472,6.28,0.080,
7.637361,24.36028,6.27,0.000,
7.621306,-4.11111,5.13,0.440,
7.611389,-19.70222,5.74,-0.190,
7.680417,57.08278,6.06,1.460,
7.652750,34.58417,4.90,0.400,Jishui
7.653306,24.22250,6.17,0.010,
7.621333,-23.77500,6.37,0.540,
7.594361,-52.53389,4.94,1.400,
7.670722,38.34444,5.73,1.630,
7.665028,32.00972,6.17,0.350,
7.622806,-34.96861,4.53,-0.090,
7.657944,17.67472,5.05,1.560,
7.686778,48.13167,5.56,1.010,
7.612194,-48.83028,5.72,-0.060,
7.600472,-55.88750,6.39,1.180,
7.655028,5.22500,0.38,0.420,Procyon
7.638333,-25.36472,4.70,-0.110,
7.629222,-38.01056,6.38,1.480,
7.716778,58.71028,4.99,0.080,
7.647028,-26.80167,4.50,-0.170,
7.647167,-26.80361,4.62,0.000,
7.668611,5.23083,6.02,-0.040,
7.682917,23.01861,5.89,1.580,
7.679806,13.77083,6.24,0.000,
7.645528,-36.49694,5.80,-0.160,
7.642389,-38.78111,6.19,1.020,
7.657472,-26.86306,6.50,-0.100,
7.638389,-48.60111,5.68,0.650,
7.676528,-8.18583,6.01,0.150,
7.673111,-15.26361,4.94,1.560,
7.670444,-19.66083,5.93,1.160,
7.657611,-38.30833,4.84,-0.190,
7.712083,34.00028,6.02,0.000,
7.662167,-38.13944,5.73,-0.120,
7.663278,-38.26083,5.76,-0.070,
7.697722,13.48056,5.77,1.670,
7.693111,3.62472,5.94,-0.040,
7.700889,14.20833,5.56,1.640,
7.666111,-37.57944,6.00,-0.040,
7.734500,50.43389,5.27,0.000,
7.687444,-9.55111,3.93,1.020,
7.650111,-53.27333,6.06,-0.110,
7.721861,28.88361,4.28,1.120,
7.777806,65.45583,5.92,1.180,
7.689889,-22.33722,6.18,1.620,
7.774278,62.83056,6.49,0.260,
7.722833,22.39944,6.21,0.930,
7.687722,-38.53361,5.42,-0.150,
7.718167,0.18944,6.19,1.020,
7.735250,25.78417,5.31,1.540,
7.689389,-44.63222,6.41,0.000,
7.740778,24.39806,3.57,0.930,
7.737222,12.85944,6.43,0.000,
7.713361,-26.35111,5.64,0.990,
7.735389,2.40500,6.47,0.200,
7.755250,28.02611,1.14,1.000,Pollux
7.752583,20.31639,6.33,0.000,
7.725667,-28.41111,4.59,1.630,
7.720000,-36.05028,5.60,-0.130,
7.730139,-28.95472,3.96,0.180,
7.715889,-45.17333,5.06,0.780,
7.777583,37.51750,5.18,1.580,
7.601167,-77.63417,6.18,1.730,
7.728583,-38.20194,6.40,-0.160,
7.728306,-40.93389,5.17,1.100,
7.768722,18.51000,4.88,1.450,
7.742778,-24.67389,5.62,-0.190,
7.702833,-58.63083,6.43,-0.100,
7.736000,-36.06278,5.80,0.310,
7.771167,10.76833,5.30,0.010,
7.758083,-14.69083,6.07,0.110,
7.742833,-37.94306,5.88,-0.110,
7.714806,-58.23000,6.21,1.050,
7.791750,33.41556,5.14,1.600,
7.767278,-6.77250,5.49,1.380,
7.765806,-14.56389,5.04,0.330,
7.754250,-37.96861,3.61,1.730,
7.759722,-34.17306,5.37,0.600,
7.779139,-12.67528,6.39,-0.020,
7.755028,-43.75222,6.03,-0.070,
7.809333,23.14111,6.18,0.000,
7.769556,-37.93389,5.88,-0.110,
7.786806,-22.51972,5.90,-0.190,
7.697000,-72.60611,3.95,1.040,
7.794028,-15.99083,6.34,1.780,
7.795889,-16.01444,6.43,1.700,
7.851583,54.12917,6.02,0.460,
7.799083,-12.19306,5.48,0.480,
7.817222,13.37083,6.04,1.380,
7.759889,-56.72250,6.12,0.390,
7.784944,-39.33139,6.31,-0.170,
7.801444,-25.93722,4.50,-0.050,
7.790278,-38.51111,5.08,-0.100,
7.745528,-66.07194,6.38,0.950,
7.792083,-46.60861,5.23,-0.140,
7.736944,-69.82139,6.18,-0.060,
7.876833,55.20944,6.38,0.000,
7.850639,33.23361,6.03,0.150,
7.802361,-40.65222,6.14,1.580,
7.824611,-13.35333,6.23,-0.090,
7.817139,-24.91222,5.33,0.760,
7.828111,-17.22833,5.18,1.280,
7.821583,-24.85972,3.34,1.240,Azmidi
7.805639,-47.07778,4.71,1.060,
7.836278,-9.18333,5.61,1.440,
7.820750,-35.24333,5.93,-0.050,
7.846500,3.27722,6.18,1.120,
7.834917,-19.52361,6.12,1.260,
7.826500,-33.28889,5.60,1.610,
7.865750,19.32528,5.99,1.130,
7.848667,-11.12861,6.16,1.130,
7.820639,-46.37333,4.11,-0.180,
7.805333,-56.47111,6.33,1.010,
7.824500,-44.75194,6.32,0.960,
7.820250,-46.85778,5.84,-0.140,
7.861667,1.76694,5.14,-0.120,
7.850000,-24.52833,6.45,-0.010,
7.868667,3.27722,6.31,1.590,
7.818528,-56.41056,5.59,1.130,
7.861361,-12.81944,6.36,0.390,
7.862861,-13.89806,5.17,0.600,
7.908139,47.38611,6.25,1.150,
7.911861,47.56472,5.45,1.460,
7.891611,26.76583,4.97,0.090,
7.861917,-21.17389,5.63,0.960,
7.845111,-44.57972,6.45,0.900,
7.820250,-60.28361,5.78,0.420,
7.839972,-50.50972,5.91,1.090,
7.879972,-5.42806,5.76,0.410,
7.871917,-14.84639,5.69,0.370,
7.855694,-43.09556,6.32,-0.170,
8.003250,73.91806,5.41,1.420,
7.861194,-42.88833,6.04,-0.180,
7.871028,-34.70528,5.01,0.440,
7.870278,-40.57583,3.73,1.040,
7.828056,-66.19583,5.79,-0.040,
8.079750,79.47972,5.42,-0.060,
7.928000,35.41278,6.23,0.280,
7.877417,-38.86306,4.49,-0.190,
7.884306,-36.36389,5.43,1.160,
7.927750,19.88389,5.35,-0.040,
7.925389,8.86278,5.86,0.350,
7.874917,-54.36722,5.70,-0.150,
7.884361,-49.61306,4.63,-0.230,
7.888389,-48.10306,4.24,-0.140,
7.903056,-35.87750,5.49,-0.190,
7.911083,-34.84694,6.15,1.530,
7.939972,4.48583,6.17,0.980,
7.971278,43.97750,6.34,1.060,
7.949833,15.79028,5.78,1.280,
7.920472,-30.91750,6.44,0.000,
7.954417,8.64139,6.05,1.000,
7.954500,1.12694,6.35,0.500,
7.939667,-30.28528,6.33,1.660,
7.916806,-52.58306,6.38,-0.010,
7.929583,-43.84500,6.02,-0.110,
7.947639,-22.88000,4.20,0.720,
7.968278,7.21361,6.41,-0.040,
7.975417,16.51861,5.99,1.470,
7.914778,-57.30306,5.63,1.300,
8.022417,59.04750,5.77,0.390,
8.281611,84.05778,6.49,0.030,
8.028444,60.32444,6.01,0.140,
7.972389,2.22472,5.29,0.920,
7.949417,-42.40611,6.09,1.360,
8.041889,63.09028,6.40,0.590,
7.961139,-30.33472,4.79,0.150,
7.949417,-43.50028,5.35,-0.180,
7.993083,13.24222,6.02,1.320,
7.955111,-44.10972,5.09,-0.170,
7.946306,-52.98222,3.47,-0.180,
7.955556,-47.89028,6.22,-0.100,
8.043278,57.27361,6.49,0.620,
7.938500,-60.52639,5.74,1.550,
7.964389,-45.57778,5.17,1.270,
7.995583,-3.67972,4.93,1.210,
7.984917,-23.31056,5.11,1.120,
8.015528,25.39278,5.83,1.020,
8.013333,19.81611,6.25,1.110,
7.947417,-59.12639,6.25,2.080,
8.016861,23.58306,6.34,0.000,
8.013139,17.30861,5.55,1.320,
7.970667,-49.24500,4.41,-0.170,
8.031972,35.41306,6.34,1.560,
7.997778,-18.39917,4.61,0.080,
8.028833,25.08972,6.31,0.010,
7.972611,-51.44861,6.44,0.250,
8.025083,16.45528,5.99,-0.020,
8.020500,4.87972,5.65,0.000,
7.983833,-45.21611,5.99,-0.140,
7.963028,-60.30333,5.60,0.570,
7.953472,-63.29694,6.14,-0.100,
7.991222,-39.29722,5.24,0.390,
8.020361,-1.39250,4.68,1.490,
7.986750,-49.97667,6.32,0.000,
7.987056,-49.97361,6.34,0.000,
8.030750,8.91389,6.22,0.570,
8.037750,2.33444,4.39,1.250,
7.980694,-60.82444,5.81,-0.090,
8.004139,-48.98139,6.02,0.040,
8.058639,27.79417,4.94,1.120,
8.040556,-6.33722,6.33,0.620,
8.008028,-48.87139,6.12,-0.110,
7.994500,-60.20750,6.33,-0.060,
7.993778,-60.58694,5.17,1.740,
8.027056,-37.28361,5.95,0.140,
8.035056,-37.05056,6.34,1.620,
8.013861,-54.15139,5.87,-0.140,
8.023028,-54.51500,6.10,-0.040,
8.079222,18.84222,6.15,-0.050,
8.005556,-63.56750,4.82,-0.170,
8.051139,-32.46389,5.82,1.220,
8.025417,-55.45500,6.28,-0.150,
8.045778,-41.31000,5.52,-0.150,
8.084583,13.11806,5.12,0.010,
8.093611,27.52972,6.21,0.010,
8.059750,-40.00333,2.25,-0.260,Naos
8.058194,-42.94861,6.29,1.010,
8.119417,43.26028,6.26,-0.020,
8.078194,-19.72806,6.13,-0.160,
8.105111,22.63556,5.99,1.660,
8.071167,-32.67500,5.31,1.910,
7.987806,-73.24472,6.34,0.140,
8.097111,-0.57361,6.41,1.050,
8.140944,51.50667,4.84,0.050,
